"id","nome","cnpj","label","Resumo","Tipo","Local","Responsável","Atividade Principal","Natureza Jurídica","Capital Social","Abertura","Sócios","Atividades secundárias"
64,"Cassiano Martins Das Neves ",,"CASSIANO MARTINS DAS NEVES ","Sócio da Braso Lisboa, Cassiano é um dos filhos de Generoso Ferreira. Seus negócios incluem ainda uma empresa de transporte na região serrana do Rio e firmas de administração de bens e imobiliárias. ","Pessoa Física",,,,," ",,,
65,"Elisa Martins Das Neves De Albuquerque ",,"ELISA MARTINS DAS NEVES DE ALBUQUERQUE ",,"Pessoa Física",,,,," ",,,
66,"Christiane Trindade Das Neves ",,"CHRISTIANE TRINDADE DAS NEVES ",,"Pessoa Física",,,,," ",,,
67,"Helio Veiga Ferreira ",,"HELIO VEIGA FERREIRA ",,"Pessoa Física",,,,," ",,,
68,"Fabio Teixeira Alves",,"Fabio Teixeira Alves",,"Pessoa Física",,,,," ",,,
69,"Florival Alves",,"Florival Alves","Com Fábio Teixeira Alves, Florival é um dos sócios da Gire, parte do Consórcio Internorte e Intersul. Ambos são parceiros em diversos outros negócios, como a Gatão Veículos, empresa de veículos de Duque de Caxias. Em 2002, a Gatão aportou R$ 10 mil na campanha de Rodrigo Maia para seu segundo mandato na Câmara dos Deputados, que hoje ele preside.","Pessoa Física",,,,," ",,,
70,"Albino De Sequeira ",,"ALBINO DE SEQUEIRA ",,"Pessoa Física",,,,," ",,,
71,"Joao Morgado ",,"JOAO MORGADO ",,"Pessoa Física",,,,," ",,,
72,"Marilene Da Silva Morgado ",,"MARILENE DA SILVA MORGADO ",,"Pessoa Física",,,,," ",,,
73,"Carlina Rodrigues Dias ",,"CARLINA RODRIGUES DIAS ",,"Pessoa Física",,,,," ",,,
74,"Maria Luiza Teixeira Marzullo ",,"MARIA LUIZA TEIXEIRA MARZULLO ",,"Pessoa Física",,,,," ",,,
75,"Jose Carlos Marieiro ",,"JOSE CARLOS MARIEIRO ",,"Pessoa Física",,,,," ",,,
76,"Esmeralda Irene Da Conceicao ",,"ESMERALDA IRENE DA CONCEICAO ",,"Pessoa Física",,,,," ",,,
77,"Maria Do Carmo Alves Da Costa ",,"MARIA DO CARMO ALVES DA COSTA ",,"Pessoa Física",,,,," ",,,
78,"Maria Cristina Tomaz Tannure ",,"MARIA CRISTINA TOMAZ TANNURE ",,"Pessoa Física",,,,," ",,,
79,"Joaquim Manuel De Jesus Alves Da Costa ",,"JOAQUIM MANUEL DE JESUS ALVES DA COSTA ",,"Pessoa Física",,,,," ",,,
80,"Ana Lucia Dias Jurema ",,"ANA LUCIA DIAS JUREMA ",,"Pessoa Física",,,,," ",,,
81,"Marcelo Da Silva Morgado ",,"MARCELO DA SILVA MORGADO ",,"Pessoa Física",,,,," ",,,
82,"Jose Rocha Naves ",,"JOSE ROCHA NAVES ",,"Pessoa Física",,,,," ",,,
83,"Renata Marieiro Naves Da Motta ",,"RENATA MARIEIRO NAVES DA MOTTA ",,"Pessoa Física",,,,," ",,,
84,"Rafael Marieiro Naves ",,"RAFAEL MARIEIRO NAVES ",,"Pessoa Física",,,,," ",,,
85,"Rosane Batista De Sequeira ",,"ROSANE BATISTA DE SEQUEIRA ",,"Pessoa Física",,,,," ",,,
86,"Alexandre Batista De Sequeira ",,"ALEXANDRE BATISTA DE SEQUEIRA ",,"Pessoa Física",,,,," ",,,
87,"Oswaldo Dias Jurema ",,"OSWALDO DIAS JUREMA ",,"Pessoa Física",,,,," ",,,
88,"Alvaro Rodrigues Lopes ",,"ALVARO RODRIGUES LOPES ",,"Pessoa Física",,,,," ",,,
89,"Gabriel Garofalo Lopes ",,"GABRIEL GAROFALO LOPES ",,"Pessoa Física",,,,," ",,,
90,"Alfredo Cesar Martins",,"ALFREDO CESAR MARTINS",,"Pessoa Física",,,,," ",,,
91,"Manuel Serafim Vieira Cardoso ",,"MANUEL SERAFIM VIEIRA CARDOSO ",,"Pessoa Física",,,,," ",,,
92,"Anete Martins Goncalves ",,"ANETE MARTINS GONCALVES ",,"Pessoa Física",,,,," ",,,
93,"Luis Claudio Martins ",,"LUIS CLAUDIO MARTINS ",,"Pessoa Física",,,,," ",,,
94,"Andre Rufino Correa Miranda ",,"ANDRE RUFINO CORREA MIRANDA ",,"Pessoa Física",,,,," ",,,
95,"Reynaldo Motta ",,"REYNALDO MOTTA ",,"Pessoa Física",,,,," ",,,
96,"Gentil De Menezes Pereira ",,"GENTIL DE MENEZES PEREIRA ",,"Pessoa Física",,,,," ",,,
97,"Antonio Godinho De Oliveira ",,"ANTONIO GODINHO DE OLIVEIRA ",,"Pessoa Física",,,,," ",,,
98,"Jorge Luiz Soares De Carvalho ",,"JORGE LUIZ SOARES DE CARVALHO ",,"Pessoa Física",,,,," ",,,
99,"Antonio Correia Barbosa ",,"ANTONIO CORREIA BARBOSA ",,"Pessoa Física",,,,," ",,,
100,"Silvio Alves Catalao ",,"SILVIO ALVES CATALAO ",,"Pessoa Física",,,,," ",,,
104,"Thiago Salama Rodrigues ",,"THIAGO SALAMA RODRIGUES ",,"Pessoa Física",,,,," ",,,
105,"Dulce Dos Santos Rodrigues ",,"DULCE DOS SANTOS RODRIGUES ",,"Pessoa Física",,,,," ",,,
107,"Pedro Aurelio Barata De Miranda Lins ",,"PEDRO AURELIO BARATA DE MIRANDA LINS ",,"Pessoa Física",,,,," ",,,
108,"Rosane Ferreira Barata ",,"ROSANE FERREIRA BARATA ",,"Pessoa Física",,,,," ",,,
109,"David Ferreira Barata ",,"DAVID FERREIRA BARATA ",,"Pessoa Física",,,,," ",,,
110,"Fernando Aurelio Ferreira Netto ",,"FERNANDO AURELIO FERREIRA NETTO ",,"Pessoa Física",,,,," ",,,
111,"Manuel Ferreira Goncalves",,"MANUEL FERREIRA GONCALVES",,"Pessoa Física",,,,," ",,,
112,"Margareth Goncalves Schmidt",,"MARGARETH GONCALVES SCHMIDT",,"Pessoa Física",,,,," ",,,
113,"Elizabeth Goncalves Gomes",,"ELIZABETH GONCALVES GOMES",,"Pessoa Física",,,,," ",,,
114,"Luis Carlos Rebelo Goncalves",,"LUIS CARLOS REBELO GONCALVES",,"Pessoa Física",,,,," ",,,
115,"Antonio Augusto Alves Freitas",,"ANTONIO AUGUSTO ALVES FREITAS",,"Pessoa Física",,,,," ",,,
116,"Fernando Ferreira Amado",,"FERNANDO FERREIRA AMADO","Conhecido como “doutor Portugal”, Fernando Ferreira e sua família dividem com o grupo de Jacob Barata o controle da Auto Viação Jabour, que opera na zona oeste do Rio. Nascido em Coimbra, Fernando se casou com Maria Celeste Batista Amado e com ela teve os filhos Milton Batista Amado e Fernanda Maria Amado de Barros. ","Pessoa Física",,,,," ",,,
117,"Manuel Correia De Freitas",,"MANUEL CORREIA DE FREITAS",,"Pessoa Física",,,,," ",,,
118,"Jacob & Daniel Participacoes S/a",,"JACOB & DANIEL PARTICIPACOES S/A",,"Empresa",,,,," ",,,
119,"Armando Serafim Jales Freitas",,"ARMANDO SERAFIM JALES FREITAS",,"Pessoa Física",,,,," ",,,
120,"Milton Batista Amado",,"MILTON BATISTA  AMADO",,"Pessoa Física",,,,," ",,,
121,"Fernanda Maria Amado De Barros",,"FERNANDA MARIA AMADO DE BARROS",,"Pessoa Física",,,,," ",,,
122,"Vitor Cabral De Freitas",,"VITOR CABRAL DE FREITAS",,"Pessoa Física",,,,," ",,,
123,"Cristina Cabral De Freitas",,"CRISTINA CABRAL DE FREITAS",,"Pessoa Física",,,,," ",,,
124,"Maria De Lourdes Freitas",,"MARIA DE LOURDES FREITAS",,"Pessoa Física",,,,," ",,,
125,"Franklin Lopes Marques",,"FRANKLIN LOPES MARQUES",,"Pessoa Física",,,,," ",,,
126,"Maria De Fatima Costa Marques",,"MARIA DE FATIMA COSTA MARQUES",,"Pessoa Física",,,,," ",,,
127,"Getulio Antunes",,"GETULIO ANTUNES",,"Pessoa Física",,,,," ",,,
128,"Aldina Antunes Ribeiro",,"ALDINA ANTUNES RIBEIRO",,"Pessoa Física",,,,," ",,,
129,"Marcia Pires Ribeiro Dias",,"MARCIA PIRES RIBEIRO DIAS",,"Pessoa Física",,,,," ",,,
130,"Maria Helena Pinheiro Antunes",,"MARIA HELENA PINHEIRO ANTUNES",,"Pessoa Física",,,,," ",,,
131,"Joao Alexandre Coutinho Pinheiro",,"JOAO ALEXANDRE COUTINHO PINHEIRO",,"Pessoa Física",,,,," ",,,
132,"Francisco Artur Coutinho Pinheiro",,"FRANCISCO ARTUR COUTINHO PINHEIRO",,"Pessoa Física",,,,," ",,,
133,"Ana Filomena Coutinho Pinheiro",,"ANA FILOMENA COUTINHO PINHEIRO",,"Pessoa Física",,,,," ",,,
134,"Renata Valenca De Castro Antunes Pinheiro",,"RENATA VALENCA DE CASTRO ANTUNES PINHEIRO",,"Pessoa Física",,,,," ",,,
135,"Ricardo Valenca De Castro Antunes",,"RICARDO VALENCA DE CASTRO ANTUNES",,"Pessoa Física",,,,," ",,,
136,"Bernardo Ferreira Moreira",,"BERNARDO FERREIRA MOREIRA",,"Pessoa Física",,,,," ",,,
137,"Sebastiao Dos Santos Villa Nova",,"SEBASTIAO DOS SANTOS VILLA NOVA",,"Pessoa Física",,,,," ",,,
138,"Antonio Baptista Filho",,"ANTONIO BAPTISTA FILHO",,"Pessoa Física",,,,," ",,,
139,"Agostinho Goncalves Maia",,"AGOSTINHO GONCALVES MAIA","Apesar de não estar mais vivo desde 2000, Agostinho ainda consta como sócio da Viação Penha, ligada ao Consórcio Internorte, e da Transportes Campo Grande, parte do Consórcio Santa Cruz, na zona oeste. Ele é um dos protagonistas de pioneiras organizações de classe do empresariado local. ","Pessoa Física",,,,," ",,,
140,"Agostinho Tavares Maia",,"AGOSTINHO TAVARES MAIA",,"Pessoa Física",,,,," ",,,
141,"Jose De Castro Barbosa",,"Zé do Pau","Mais conhecido como Zé do Pau, o português José de Castro Barbosa começou como motorista de ônibus. Hoje, seus familiares e sócios estão no controle da Viação Caprichosa e Três Amigos, ambas do Consórcio Internorte. ","Pessoa Física",,,,," ",,,
142,"Jeronimo Antonio Da Cunha Fernandes ",,"JERONIMO ANTONIO DA CUNHA FERNANDES ",,"Pessoa Física",,,,," ",,,
143,"Carlos Alberto Guerreiro De Sousa ",,"CARLOS ALBERTO GUERREIRO DE SOUSA ",,"Pessoa Física",,,,," ",,,
144,"Jose Alberto Barbosa",,"JOSE ALBERTO BARBOSA",,"Pessoa Física",,,,," ",,,
145,"Jose Antonio Fernandes",,"JOSE ANTONIO FERNANDES",,"Pessoa Física",,,,," ",,,
146,"Suburbana Participacoes Ltda ",,"SUBURBANA PARTICIPACOES  ",,"Empresa",,,,," ",,,
147,"Edeltraut Agnes Schneider Fuchshuber ",,"EDELTRAUT AGNES SCHNEIDER FUCHSHUBER ",,"Pessoa Física",,,,," ",,,
148,"Elisabete De Castro Fernandes Teles ",,"ELISABETE DE CASTRO FERNANDES TELES ",,"Pessoa Física",,,,," ",,,
149,"Isaac De Castro Barbosa Filho ",,"ISAAC DE CASTRO BARBOSA FILHO ",,"Pessoa Física",,,,," ",,,
150,"Serafim Pedreira Goncalves",,"SERAFIM PEDREIRA GONCALVES",,"Pessoa Física",,,,," ",,,
151,"Isabella De Castro Barbosa",,"ISABELLA DE CASTRO BARBOSA",,"Pessoa Física",,,,," ",,,
152,"Isaac De Castro Barbosa",,"ISAAC DE CASTRO BARBOSA",,"Pessoa Física",,,,," ",,,
153,"Giovanna Maria Paciello Gerolimich Di Iulio",,"GIOVANNA MARIA PACIELLO GEROLIMICH DI IULIO ",,"Pessoa Física",,,,," ",,,
154,"Claudio Pires Ribeiro ",,"CLAUDIO PIRES RIBEIRO ",,"Pessoa Física",,,,," ",,,
155,"Mauro Pires Ribeiro",,"MAURO PIRES RIBEIRO",,"Pessoa Física",,,,," ",,,
156,"Armando Pires Ribeiro",,"ARMANDO PIRES RIBEIRO",,"Pessoa Física",,,,," ",,,
157,"Joao Da Silva Carvalho ",,"JOAO DA SILVA CARVALHO ","João da Silva Carvalho fundou a Litoral após uma dissidência no Grupo Redentor. Hoje, com a família Pires Ribeiro, ele é sócio também da Translitoral. Ambas fazem parte do Consórcio Transcarioca, que opera na zona oeste.","Pessoa Física",,,,," ",,,
158,"Francisco Henrique Da Costa ",,"FRANCISCO HENRIQUE DA COSTA ",,"Pessoa Física",,,,," ",,,
159,"Armindo Lopes Valente ",,"ARMINDO LOPES VALENTE ",,"Pessoa Física",,,,," ",,,
160,"Jaime Da Silva Valente ",,"JAIME DA SILVA VALENTE ",,"Pessoa Física",,,,," ",,,
161,"Jose Vieira Leite ",,"JOSE VIEIRA LEITE ",,"Pessoa Física",,,,," ",,,
162,"Antonio Jose Gomes Rodrigues ",,"ANTONIO JOSE GOMES RODRIGUES ",,"Pessoa Física",,,,," ",,,
163,"Paulo Antonio Carrilho Valente",,"PAULO ANTONIO CARRILHO VALENTE",,"Pessoa Física",,,,," ",,,
164,"Laerte Pereira Valente",,"LAERTE PEREIRA VALENTE",,"Pessoa Física",,,,," ",,,
165,"Ilda Duarte Pereira",,"ILDA DUARTE PEREIRA",,"Pessoa Física",,,,," ",,,
166,"Maria De Lourdes Carrilho Valente",,"MARIA DE LOURDES CARRILHO VALENTE",,"Pessoa Física",,,,," ",,,
167,"Sonia Cristina Carrilho Valente Peres Fernandes ",,"SONIA CRISTINA CARRILHO VALENTE PERES FERNANDES ",,"Pessoa Física",,,,," ",,,
168,"Claudia Cristina Pereira Valente Cramer Ribeiro",,"CLAUDIA CRISTINA PEREIRA VALENTE CRAMER RIBEIRO",,"Pessoa Física",,,,," ",,,
169,"Valmir Fernandes Do Amaral ",,"VALMIR FERNANDES DO AMARAL ",,"Pessoa Física",,,,," ",,,
170,"Sergio Luiz Dos Reis Lavouras ",,"SERGIO LUIZ DOS REIS LAVOURAS ","Sócios da Viação Acari, Sérgio Luiz e Cláudio José dos Reis Lavouras são filhos de José Alves Lavoura, o fundador que emprestou o nome à sigla de um dos grupos mais poderosos do transporte carioca: o Grupo JAL.","Pessoa Física",,,,," ",,,
171,"Claudio Jose Dos Reis Lavouras ",,"CLAUDIO JOSE DOS REIS LAVOURAS ",,"Pessoa Física",,,,," ",,,
172,"Manuel Joao Pereira ",,"MANUEL JOAO PEREIRA ","Com Maria José Sandar e Cassiano Antônio, Manuel é filho de Manuel dos Santos Pereira, português que chegou ao Brasil em 1953, entrou oficialmente para a Rubanil nos anos 1970 e faleceu em 1986. ","Pessoa Física",,,,," ",,,
173,"Cassiano Antonio Pereira ",,"CASSIANO ANTONIO PEREIRA ","Sócio das empresas de ônibus do Grupo Rubamérica, Cassiano Antônio Pereira figura também como representante da Terceiro Tempo Assessoria e Marketing Esportivo, reconhecida oficialmente desde 2005 pela CBF como intermediária na negociação entre clubes e futebolistas.","Pessoa Física",,,,," ",,,
174,"Maria Jose Sandar Pereira Pinto ",,"MARIA JOSE SANDAR PEREIRA PINTO ","Maria José Sandar está presente no quadro societário das empresas de ônibus do Grupo Rubamérica no Rio: América, Rubanil e Madureira Candelária. A empresária esteve em uma disputa judicial envolvendo uma propriedade sua em Angra dos Reis. ","Pessoa Física",,,,," ",,,
175,"Americo Do Espirito Santo Camilo ",,"AMERICO DO ESPIRITO SANTO CAMILO ",,"Pessoa Física",,,,," ",,,
176,"Henrique Silva Dias ",,"HENRIQUE SILVA DIAS ",,"Pessoa Física",,,,," ",,,
177,"Jorge Luis Loureiro Queiroz Ferreira",,"JORGE LUIS LOUREIRO QUEIROZ FERREIRA",,"Pessoa Física",,,,," ",,,
178,"Luiza Loureiro Queiroz Ferreira",,"LUIZA LOUREIRO QUEIROZ FERREIRA ",,"Pessoa Física",,,,," ",,,
179,"Maria Antunes Duarte De Paiva ",,"MARIA ANTUNES DUARTE DE PAIVA ",,"Pessoa Física",,,,," ",,,
180,"Antonio Antunes De Paiva",,"ANTONIO ANTUNES DE PAIVA",,"Pessoa Física",,,,," ",,,
181,"Washington Antunes De Paiva ",,"WASHINGTON ANTUNES DE PAIVA ",,"Pessoa Física",,,,," ",,,
182,"Fernando Antunes De Paiva",,"FERNANDO ANTUNES DE PAIVA",,"Pessoa Física",,,,," ",,,
183,"Henrique Antunes De Paiva",,"HENRIQUE ANTUNES DE PAIVA","A família Antunes de Paiva faz parte do Grupo Rubamérica, que controla as viações Rubanil, América e a Madureira Candelária. Todas fazem parte do Consórcio Internorte. E a Madureira Candelária participa também do Consórcio Transcarioca.","Pessoa Física",,,,," ",,,
184,"Rosangela Antunes De Paiva Almeida",,"ROSANGELA ANTUNES DE PAIVA ALMEIDA",,"Pessoa Física",,,,," ",,,
185,"Renato Stor",,"RENATO STOR","Apesar de já não estar vivo, Renato Stor ainda consta na Receita Federal como o único dono da Viação Ideal, a mais antiga empresa de ônibus no Rio ainda em funcionamento. ","Pessoa Física",,,,," ",,,
186,"Leonel Neves Barbosa",,"LEONEL NEVES BARBOSA",,"Pessoa Física",,,,," ",,,
187,"Joao Augusto Morais Monteiro ",,"JOAO AUGUSTO MORAIS MONTEIRO ","Presidente do Conselho da Rio Ônibus, João Augusto Morais Monteiro foi preso em julho de 2017, acusado de envolvimento no esquema de propina no setor de transporte durante o governo de Sérgio Cabral. Em sua conta, constavam mais de R$ 3 milhões, que foram bloqueados.","Pessoa Física",,,,," ",,,
188,"Claudia Neves Barbosa ",,"CLAUDIA NEVES BARBOSA ",,"Pessoa Física",,,,," ",,,
189,"Amelia Raquel Neves De Noronha ",,"AMELIA RAQUEL NEVES DE NORONHA ",,"Pessoa Física",,,,," ",,,
190,"Paulo Roberto Loureiro Monteiro ",,"PAULO ROBERTO LOUREIRO MONTEIRO ",,"Pessoa Física",,,,," ",,,
191,"Elza Ribeiro Martins",,"ELZA RIBEIRO MARTINS",,"Pessoa Física",,,,," ",,,
192,"Manoela Alves Fernandes ",,"MANOELA ALVES FERNANDES ",,"Pessoa Física",,,,," ",,,
193,"Carlos Vitor Alves Fernandes",,"CARLOS VITOR ALVES FERNANDES",,"Pessoa Física",,,,," ",,,
194,"Silvia Barata De Boms",,"SILVIA BARATA DE BOMS",,"Pessoa Física",,,,," ",,,
195,"Jose Ferreira",,"JOSE FERREIRA","Segundo a própria empresa, a Viação Rubanil nasceu, na prática, do encontro entre Macário Duarte Paiva e José Ferreira. Comerciantes portugueses, ambos chegaram ao Brasil em meados do século passado e entraram no ramo do transporte coletivo no Rio de Janeiro. ","Pessoa Física",,,,," ",,,
196,"Doralice Medeiros Da Costa",,"DORALICE MEDEIROS DA COSTA",,"Pessoa Física",,,,," ",,,
197,"Bianca Kupper Pimenta Destez",,"BIANCA KUPPER PIMENTA","Diretora da Paranapuan, Bianca Kupper é ex-funcionária da Assembleia Legislativa do Estado do Rio de Janeiro. Entre 2010 e 2014, ela fez parte da equipe da deputada Graça Pereira (PRTB). ","Pessoa Física",,,,," ",,,
198,"Simone Fernandes Valente ",,"SIMONE FERNANDES VALENTE ",,"Pessoa Física",,,,," ",,,
199,"Luiz De Almeida ",,"LUIZ DE ALMEIDA ",,"Pessoa Física",,,,," ",,,
200,"Luiz Carlos Araujo De Almeida ",,"LUIZ CARLOS ARAUJO DE ALMEIDA ",,"Pessoa Física",,,,," ",,,
201,"Jose Luiz Araujo De Almeida",,"JOSE LUIZ ARAUJO DE ALMEIDA",,"Pessoa Física",,,,," ",,,
202,"Joao Gomes De Araujo",,"JOAO GOMES DE ARAUJO",,"Pessoa Física",,,,," ",,,
203,"Acacio De Almeida",,"ACACIO DE ALMEIDA",,"Pessoa Física",,,,," ",,,
204,"Mario Pereira Do Outeiro ",,"MARIO PEREIRA DO OUTEIRO ",,"Pessoa Física",,,,," ",,,
205,"Nelson Ferreira De Carvalho ",,"NELSON FERREIRA DE CARVALHO ","Nelsinho da Pavunense é ex-candidato a deputado estadual e vereador, sócio de Jacob Barata, um dos donos da companhia de ônibus que dá seu apelido e com passagens na polícia por razões que vão de estelionato a homicídio, passando por crime contábil e porte ilegal de arma. Por fraudes em contratações da prefeitura de Mangaratiba, chegou a ser condenado em segunda instância a dois anos de reclusão em regime aberto, mas ainda contesta a decisão na Justiça.","Pessoa Física",,,,," ",,,
206,"Angelo Salvatore Cavaliere ",,"ANGELO SALVATORE CAVALIERE ","Ângelo fez graduação em economia e mestrado em planejamento energético pela UFRJ, entre 1988 e 1997. Depois de se formar, teve uma breve passagem na Agência Nacional de Petróleo (ANP) e depois ingressou na Pavunense, na qual é sócio até hoje.","Pessoa Física",,,,," ",,,
207,"Manuel Veiga Tiago",,"MANUEL VEIGA TIAGO",,"Pessoa Física",,,,," ",,,
208,"Manuel De Oliveira",,"MANUEL DE OLIVEIRA",,"Pessoa Física",,,,," ",,,
209,"Jose Dos Santos Cunha ",,"JOSE DOS SANTOS CUNHA ",,"Pessoa Física",,,,," ",,,
211,"Eurico Divon Galhardi",,"Eurico Divon Gualhardi",,"Pessoa Física",,,,," ",,,
212,"Arthur Barata Pastorelli ",,"ARTHUR BARATA PASTORELLI ",,"Pessoa Física",,,,," ",,,
213,"Luiz Gonzaga De Sousa Junior",,"LUIZ GONZAGA DE SOUSA JUNIOR",,"Pessoa Física",,,,," ",,,
214,"Higor Luiz Fernandes Sousa",,"HIGOR LUIZ FERNANDES SOUSA",,"Pessoa Física",,,,," ",,,
215,"Guanabara Participacoes E Empreendimentos Imobiliarios Ltda","03123001000111","GUANABARA PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS ",,"Empresa","Av Brasil 8255 - Ramos - 21.030-000
Rio De Janeiro - Rj",,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",19/04/99,"Guanabara Diesel Sa Comercio E Representacoes, Gh Guanabara Holding Participacoes Ltda, Maria Da Gloria Barata Rothier","Terminais rodoviários e ferroviários; Outras sociedades de participação, exceto holdings; Compra e venda de imóveis próprios; Aluguel de imóveis próprios; Serviços combinados de escritório e apoio administrativo"
216,"Leunam Empreendimentos E Participacoes Ltda - Me","00587124000115","Leunam Empreendimentos e Participacoes  ",,"Empresa","R Paulo Carneiro 191 - Barra Da Tijuca - 22.793-040
Rio De Janeiro - Rj",,"Aluguel de imóveis próprios","Sociedade Empresária Limitada"," ",20/04/95,"Cassiano Antonio Pereira, Ana Lucia Barbato Carnaval Pereira",
217,"Leunam Transportes E Turismo Ltda","01561790000147","Leunam Transportes e Turismo ",,"Empresa","Av Coronel Phidias Tavora 400 - Pavuna - 21.535-510
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",12/11/96,"Viacao Rubanil Ltda, Viacao Madureira Candelaria Ltda, Transportes America Ltda, Henrique Silva Dias, Americo Do Espirito Santo Camilo, Manuel Joao Pereira, Cassiano Antonio Pereira, Maria Jose Sandar Pereira Pinto, Jorge Luis Loureiro Queiroz Ferreira, Antonio Antunes De Paiva",
218,"Repetidora Comunitaria Jocasa","02178495000179","Repetidora Comunitaria Jocasa",,"Empresa",,,,," ",,,
219,"Terceiro Tempo Assessoria E Marketing Esportivo Ltda - Epp","07223807000132","Terceiro Tempo",,"Empresa","Av Das Americas 4200 - Barra Da Tijuca - 22.640-102
Rio De Janeiro - Rj",,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários","Sociedade Empresária Limitada"," ",14/01/05,"Cassiano Antonio Pereira, Manuel Joao Pereira, Maria Jose Sandar Pereira Pinto",
220,"Transportadora Tingua Ltda","30741987000166","Transportadora Tingua ",,"Empresa","Av Henrique D E Mayer 1221 - Posse - 26.030-380
Nova Iguacu - Rj","Cassiano Antonio Pereira","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","Sociedade Empresária Limitada",,28/02/73,"Cassiano Antonio Pereira, Maria Jose Sandar Pereira Pinto, Manuel Joao Pereira",
221,"Posto De Abastecimento E Servicos V. Marques Ltda.","01131154000185","Posto Ipueiras",,"Empresa","Av Dom Helder Camara 3124 - Del Castilho - 20.751-971
Rio De Janeiro - Rj",,"Comércio varejista de combustíveis para veículos automotores","Sociedade Empresária Limitada"," ",02/04/96,"Joao Morgado, Luiz Carlos De Brito, Claudio Callak Coelho, Marcelo Da Silva Morgado, Marcelo Dantas De Brito, Ricardo Luiz Dantas De Brito, Vanessa Dantas De Brito",
222,"Real Transportes Metropolitanos Ltda.","13449912000197","RTM",,"Empresa","R Itaquara 462 - Jardim Presidente Dutra - 07.172-170
Guarulhos - Sp","Reitur Turismo Ltda.","Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada","1987000.00",30/03/11,"Reitur Turismo Ltda., Real Auto Onibus Ltda, Claudio Callak Coelho, Oswaldo Dias Jurema","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual; Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional; Serviço de transporte de passageiros - locação de automóveis com motorista; Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal; Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
223,"Castelo Real Imobiliaria Ltda","14239838000147","Castelo Real Imobiliaria ",,"Empresa","Av Do Canal 2 Md Vila Do Joao 129 - Mare - 21.046-520
Rio De Janeiro - Rj","Claudio Callak Coelho","Compra e venda de imóveis próprios","Sociedade Empresária Limitada","15168000.00",05/09/11,"Claudio Callak Coelho, Real Auto Onibus Ltda, Reitur Turismo Ltda., Oswaldo Dias Jurema, Jose De Sequeira, Joao Morgado","Outras sociedades de participação, exceto holdings"
224,"Friburgo Auto Onibus Ltda","30538060000123","Friburgo Auto Onibus ",,"Empresa","Av Gov Roberto Silveira 3612 - Conselheiro Paulino - 28.635-000
Nova Friburgo - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",04/10/93,"Real Auto Onibus Ltda, Premium Auto Onibus Ltda, Claudio Callak Coelho, Oswaldo Dias Jurema, Joao Morgado, Jose De Sequeira",
225,"Reitur Turismo Ltda.","30925689000126","Reitur Turismo .",,"Empresa","R Arlindo Janot 30 - Bonsucesso - 21.041-160
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","Sociedade Empresária Limitada"," ",17/07/80,"Albino De Sequeira, Joao Morgado, Marilene Da Silva Morgado, Carlina Rodrigues Dias, Maria Luiza Teixeira Marzullo, Jose Carlos Marieiro, Claudio Callak Coelho, Esmeralda Irene Da Conceicao, Ana Lucia Dias Jurema, Maria Do Carmo Alves Da Costa, Maria Cristina Tomaz Tannure, Joaquim Manuel De Jesus Alves Da Costa, Jose Rocha Naves, Renata Marieiro Naves Da Motta, Rafael Marieiro Naves, Rosane Batista De Sequeira, Alexandre Batista De Sequeira, Oswaldo Dias Jurema",
226,"Kuffura Confeitaria Ltda - Epp","00073450000104","Kuffura Confeitaria  - ",,"Empresa","Est Dos Tres Rios 311 - Freguesia - 22.745-005
Rio De Janeiro - Rj",,"Fabricação de produtos de panificação industrial","Sociedade Empresária Limitada"," ",19/05/94,"Elisete Pires Lopes Marques, Orlando Pedroso Lopes Marques, Armando Serafim Jales Freitas",
227,"Auto Posto Sao Furtuoso Ltda","05374614000157","Auto Posto Sao Furtuoso ",,"Empresa","Est Dos Bandeirantes 130 - Taquara - 22.710-112
Rio De Janeiro - Rj",,"Comércio varejista de combustíveis para veículos automotores","Sociedade Empresária Limitada"," ",29/10/02,"Franklin Lopes Marques, Maria De Lourdes Da Costa Marques, Orlando Pedroso Lopes Marques, Maria De Fatima Costa Marques",
